"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-01","0.00","0.0","0.0","15","35","6"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-02","0.00","0.0","0.0","25","41","16"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-03","0.00","0.0","0.0","29","46","15"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-04","0.00","0.0","0.0","29","45","18"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-05","0.00","0.0","0.0","33","45","23"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-06","0.00","0.0","0.0","33","46","19"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-07","0.15","1.2","0.0","31","35","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-08","0.23","2.3","2.0","26","29","18"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-09","0.00","0.0","2.0","21","28","6"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-10","0.00","0.0","2.0","15","32","5"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-11","0.00","0.0","2.0","23","40","12"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-12","0.00","0.0","2.0","29","45","19"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-13","0.00","0.0","2.0","33","51","22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-14","0.00","0.0","0.0","39","44","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-15","0.01","0.0","0.0","31","33","19"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-16","0.00","0.0","0.0","23","37","11"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-17","0.00","0.0","0.0","24","38","12"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-18","0.00","0.0","0.0","33","51","22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-19","0.01","0.1","0.0","38","40","26"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-20","0.00","0.0","0.0","36","49","25"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-21","0.00","0.0","0.0","34","40","21"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-22","0.00","0.0","0.0","33","52","21"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-23","0.00","0.0","0.0","42","57","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-24","0.00","0.0","0.0","36","45","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-25","0.00","0.0","0.0","34","37","18"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-26","0.00","0.0","0.0","27","42","18"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-27","0.00","0.0","0.0","34","52","24"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-28","0.00","0.0","0.0","39","58","27"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-29","0.00","0.0","0.0","45","55","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-30","0.10","0.8","0.0","43","65","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-31","0.00","0.2","0.0","30","34","22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-01","0.33","6.9","0.0","27","30","22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-02","0.15","4.7","9.1","22","22","9"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-03","0.00","0.0","7.1","16","28","1"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-04","0.00","0.0","5.9","16","34","6"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-05","0.00","0.0","5.1","25","37","11"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-06","0.00","0.0","5.1","28","48","17"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-07","0.00","0.0","2.0","35","43","14"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-08","0.00","0.0","1.2","25","42","15"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-09","0.00","0.0","1.2","36","55","23"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-10","0.00","0.0","1.2","47","66","34"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-11","0.00","0.0","0.0","47","64","29"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-12","0.00","0.0","0.0","40","52","27"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-13","0.00","0.0","0.0","37","63","27"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-14","0.00","0.0","0.0","42","52","27"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-15","0.00","0.0","0.0","42","59","25"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-16","0.00","0.0","0.0","44","59","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-17","0.00","0.0","0.0","47","68","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-18","0.00","0.0","0.0","55","73","39"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-19","0.00","0.0","0.0","50","64","33"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-20","0.00","0.0","0.0","46","62","27"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-21","0.00","0.0","0.0","36","46","23"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-22","0.00","0.0","0.0","36","51","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-23","0.00","0.0","0.0","35","43","27"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-24","0.00","0.0","0.0","35","50","22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-25","0.00","0.0","0.0","31","48","17"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-26","0.00","0.0","0.0","41","61","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-27","0.00","0.0","0.0","50","72","30"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-28","0.00","0.0","0.0","52","60","36"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-29","0.00","0.0","0.0","49","63","27"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-01","0.00","0.0","0.0","40","58","27"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-02","0.00","0.0","0.0","49","61","30"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-03","0.00","0.0","0.0","44","64","22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-04","0.00","0.0","0.0","49","58","33"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-05","0.00","0.0","0.0","48","67","36"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-06","0.00","0.0","0.0","53","69","36"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-07","0.01","0.0","0.0","46","55","29"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-08","0.00","0.0","0.0","37","51","26"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-09","0.00","0.0","0.0","41","57","22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-10","0.00","0.0","0.0","45","67","25"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-11","0.00","0.0","0.0","52","74","36"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-12","0.00","0.0","0.0","53","66","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-13","0.00","0.0","0.0","55","63","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-14","0.00","0.0","0.0","51","65","36"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-15","0.00","0.0","0.0","41","47","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-16","0.00","0.0","0.0","38","48","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-17","0.21","3.8","0.0","33","36","24"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-18","0.07","0.9","3.9","26","30","21"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-19","0.00","0.0","1.2","26","37","20"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-20","0.00","0.0","0.0","33","58","19"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-21","0.00","0.0","0.0","52","73","41"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-22","0.00","0.0","0.0","57","73","39"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-23","0.77","13.1","0.0","38","42","13"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-24","0.00","0.0","9.8","27","40","10"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-25","0.01","0.0","3.1","36","43","27"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-26","0.02","0.6","3.1","30","34","23"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-27","0.00","0.0","2.0","33","50","23"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-28","0.00","0.0","1.2","44","65","29"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-29","0.04","0.0","0.0","48","61","36"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-30","0.04","0.0","0.0","40","47","29"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-31","0.01","0.0","0.0","34","44","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-01","0.00","0.0","0.0","35","51","25"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-02","0.00","0.0","0.0","45","63","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-03","0.00","0.0","0.0","52","69","34"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-04","0.00","0.0","0.0","55","72","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-05","0.00","0.0","0.0","55","67","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-06","0.00","0.0","0.0","50","71","30"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-07","0.00","0.0","0.0","54","65","36"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-08","0.00","0.0","0.0","50","66","34"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-09","0.00","0.0","0.0","53","72","39"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-10","0.13","0.0","0.0","56","68","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-11","0.00","0.0","0.0","45","60","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-12","0.01","0.0","0.0","52","71","36"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-13","0.00","0.0","0.0","56","72","41"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-14","0.00","0.0","0.0","60","77","47"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-15","0.14","0.0","0.0","52","54","34"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-16","1.19","11.8","1.2","35","34","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-17","0.06","0.3","7.9","32","36","30"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-18","0.00","0.0","5.1","34","39","29"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-19","0.11","0.0","2.0","36","44","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-20","0.00","0.0","0.0","41","55","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-21","0.00","0.0","0.0","49","64","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-22","0.00","0.0","0.0","56","77","39"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-23","0.00","0.0","0.0","63","77","49"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-24","0.00","0.0","0.0","57","67","39"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-25","0.02","0.0","0.0","55","72","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-26","0.00","0.0","0.0","49","53","33"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-27","0.00","0.0","0.0","40","54","27"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-28","0.02","0.0","0.0","38","40","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-29","0.73","2.0","0.0","35","36","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-30","0.15","1.5","2.0","33","35","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-01","0.05","0.0","0.0","35","42","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-02","0.00","0.0","0.0","40","59","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-03","0.00","0.0","0.0","53","66","40"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-04","0.00","0.0","0.0","58","74","44"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-05","0.00","0.0","0.0","62","79","44"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-06","0.00","0.0","0.0","65","80","50"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-07","0.02","0.0","0.0","55","55","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-08","0.00","0.0","0.0","45","65","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-09","0.00","0.0","0.0","52","67","41"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-10","0.36","0.0","0.0","56","65","43"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-11","0.05","0.0","0.0","48","61","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-12","0.00","0.0","0.0","51","71","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-13","0.00","0.0","0.0","59","71","46"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-14","0.00","0.0","0.0","48","55","40"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-15","0.01","0.0","0.0","48","59","41"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-16","0.26","0.0","0.0","47","48","39"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-17","0.08","0.0","0.0","42","48","39"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-18","0.00","0.0","0.0","49","66","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-19","0.00","0.0","0.0","57","73","43"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-20","0.00","0.0","0.0","63","79","49"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-21","0.00","0.0","0.0","67","83","53"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-22","0.00","0.0","0.0","64","77","47"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-23","0.07","0.0","0.0","56","68","42"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-24","0.04","0.0","0.0","56","73","43"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-25","0.00","0.0","0.0","59","73","45"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-26","1.15","0.0","0.0","55","67","44"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-27","0.23","0.0","0.0","49","58","45"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-28","0.00","0.0","0.0","55","72","43"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-29","0.00","0.0","0.0","59","76","44"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-30","0.01","0.0","0.0","61","78","46"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-31","0.05","0.0","0.0","54","66","47"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-01","0.13","0.0","0.0","58","73","51"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-02","0.00","0.0","0.0","64","79","49"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-03","0.00","0.0","0.0","68","78","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-04","0.00","0.0","0.0","66","77","55"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-05","0.00","0.0","0.0","66","82","50"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-06","0.38","0.0","0.0","69","83","56"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-07","0.00","0.0","0.0","64","80","51"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-08","0.00","0.0","0.0","69","83","53"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-09","0.00","0.0","0.0","71","88","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-10","0.00","0.0","0.0","75","90","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-11","0.00","0.0","0.0","74","90","55"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-12","0.44","0.0","0.0","74","85","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-13","0.63","0.0","0.0","64","76","55"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-14","0.00","0.0","0.0","64","81","52"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-15","0.00","0.0","0.0","70","86","55"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-16","0.00","0.0","0.0","74","90","54"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-17","0.00","0.0","0.0","74","85","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-18","0.00","0.0","0.0","74","90","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-19","0.00","0.0","0.0","80","97","65"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-20","0.00","0.0","0.0","71","73","61"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-21","0.01","0.0","0.0","74","98","56"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-22","0.00","0.0","0.0","75","80","63"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-23","0.02","0.0","0.0","74","92","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-24","0.00","0.0","0.0","74","92","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-25","0.01","0.0","0.0","74","84","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-26","0.00","0.0","0.0","71","92","53"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-27","0.00","0.0","0.0","76","93","61"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-28","0.00","0.0","0.0","75","93","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-29","0.00","0.0","0.0","72","92","56"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-30","0.00","0.0","0.0","69","82","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-01","0.61","0.0","0.0","66","78","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-02","0.15","0.0","0.0","66","79","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-03","0.00","0.0","0.0","71","89","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-04","0.00","0.0","0.0","75","92","63"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-05","0.00","0.0","0.0","76","92","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-06","0.00","0.0","0.0","75","96","55"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-07","0.00","0.0","0.0","76","88","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-08","0.00","0.0","0.0","75","90","62"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-09","0.00","0.0","0.0","78","97","61"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-10","0.00","0.0","0.0","83","102","65"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-11","0.00","0.0","0.0","77","89","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-12","0.02","0.0","0.0","74","91","51"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-13","0.00","0.0","0.0","75","90","54"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-14","0.00","0.0","0.0","72","86","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-15","0.00","0.0","0.0","75","88","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-16","0.00","0.0","0.0","71","97","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-17","0.00","0.0","0.0","77","91","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-18","0.11","0.0","0.0","75","95","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-19","0.17","0.0","0.0","75","95","65"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-20","0.00","0.0","0.0","78","94","62"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-21","0.00","0.0","0.0","80","96","63"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-22","0.00","0.0","0.0","82","96","70"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-23","0.00","0.0","0.0","83","99","67"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-24","0.00","0.0","0.0","78","96","61"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-25","0.00","0.0","0.0","73","97","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-26","0.00","0.0","0.0","80","93","63"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-27","0.00","0.0","0.0","76","93","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-28","0.00","0.0","0.0","74","85","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-29","0.00","0.0","0.0","72","89","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-30","0.00","0.0","0.0","76","94","64"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-31","0.01","0.0","0.0","80","95","64"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-01","0.00","0.0","0.0","76","96","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-02","0.00","0.0","0.0","78","94","63"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-03","0.00","0.0","0.0","77","96","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-04","0.00","0.0","0.0","74","75","63"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-05","0.00","0.0","0.0","67","76","61"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-06","0.00","0.0","0.0","69","83","61"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-07","0.00","0.0","0.0","71","90","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-08","0.00","0.0","0.0","77","91","64"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-09","0.00","0.0","0.0","80","97","62"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-10","0.00","0.0","0.0","78","95","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-11","0.03","0.0","0.0","76","90","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-12","0.00","0.0","0.0","68","83","52"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-13","0.00","0.0","0.0","72","89","53"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-14","0.00","0.0","0.0","73","90","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-15","0.00","0.0","0.0","76","92","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-16","0.00","0.0","0.0","72","91","52"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-17","0.00","0.0","0.0","74","90","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-18","0.00","0.0","0.0","73","90","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-19","0.02","0.0","0.0","65","81","50"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-20","0.00","0.0","0.0","58","76","47"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-21","0.00","0.0","0.0","68","91","51"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-22","0.00","0.0","0.0","75","93","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-23","0.00","0.0","0.0","74","87","61"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-24","0.12","0.0","0.0","67","68","49"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-25","0.05","0.0","0.0","57","71","47"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-26","0.00","0.0","0.0","60","80","50"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-27","0.00","0.0","0.0","66","85","48"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-28","0.00","0.0","0.0","71","86","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-29","0.00","0.0","0.0","70","84","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-30","0.00","0.0","0.0","67","82","55"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-31","0.00","0.0","0.0","65","82","51"
